ActivityType	DateTime	TransDateTime	ServiceOrderID	OrderType	Quantity	OrderStatus	TradeAccount	BuySell	Price	Price2	FillPrice	FilledQuantity	Note	PositionQuantity	OrderActionSource	InternalOrderID	OpenClose	IsAutomated	Symbol	ParentInternalOrderID	FillExecutionServiceID	HighDuringPosition	LowDuringPosition	AccountBalance	ExchangeOrderID	ClientOrderID	TimeInForce	Username
Orders	2025-12-18  02:02:05.894663	2025-12-18  02:02:05.894661	36782310	Limit	1	Pending Cancel	V_sim16	Sell	25027.75				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  02:00:00.000	20091183	Close	Y	NQH26					0.00	36782310	20091183.55168	Good till Canceled	
Orders	2025-12-18  02:02:05.894752	2025-12-18  02:02:05.894751	36782318	Trailing Stop	1	Pending Cancel	V_sim16	Sell	24998.25		24997.75	1	AT_NQ_TM(D-R-2+last50)		Canceling of order is being delayed. (Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  02:00:00.000)	20091191	Close	Y	NQH26		36782318.1			0.00	36782318	20091191.19641	Good till Canceled	
Orders	2025-12-18  02:02:06.162112	2025-12-18  02:02:06.162107	36782318	Trailing Stop	1	Filled	V_sim16	Sell	24998.25		24997.75	1	AT_NQ_TM(D-R-2+last50)		Order cancellation failed | Trading Evaluator (Order cancel reject). Info: Order cancellation failed | The order is no longer working and cannot be canceled. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091191	Close	Y	NQH26		36782318.1			0.00	36782318	20091191.19641	Good till Canceled	
Orders	2025-12-18  02:02:06.162193	2025-12-18  02:02:06.162191	36782310	Limit	1	Canceled	V_sim16	Sell	25027.75				AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Canceled). Info: Simulated order canceled. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091183	Close	Y	NQH26					0.00	36782310	20091183.55168	Good till Canceled	shimishon
Orders	2025-12-18  02:02:06.270540	2025-12-18  02:02:06.270539				Unspecified	V_sim16								Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  02:00:00.000 | No working orders to cancel for Symbol and Account			N	NQH26					0.00			Day	
Positions	2025-12-18  02:02:14.518461	00:00:00.000000				Unspecified	V_sim16								Removing Position with quantity of 0			N	NQH26					0.00				
Orders	2025-12-18  02:12:14.139708	2025-12-18  02:12:14.139698		Market	3	Order Sent	V_sim16	Buy					AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | BuyEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  02:12:00.000 | Last: 25019.75 | AOE=false | AOU=false	20091318	Open	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  02:12:14.296410	2025-12-18  02:12:14.296402	36782481	Market	3	Pending Open	V_sim16	Buy					AT_NQ_TM(D-R-2+last50)		Trading Evaluator (New). Info: Order from DTC client #32128. Sierra Chart. 93.173.105.113 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20091318	Open	Y	NQH26					0.00		20091318.93136	Good till Canceled	shimishon
Orders	2025-12-18  02:12:14.296469	2025-12-18  02:12:14.296467	36782481	Market	3	Open	V_sim16	Buy					AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091318	Open	Y	NQH26					0.00	36782481	20091318.93136	Good till Canceled	shimishon
Orders	2025-12-18  02:12:14.296483	2025-12-18  02:12:14.296482	36782481	Market	3	Filled	V_sim16	Buy			25020.50	3	AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25019.75 Ask: 25020.50 Last: 25019.75. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091318	Open	Y	NQH26		36782481.1			0.00	36782481	20091318.93136	Good till Canceled	shimishon
Positions	2025-12-18  02:12:14.296578	00:00:00.000000			3	Unspecified	V_sim16							3	Updated Internal Position Quantity to 3. Previous: 0. Fill of InternalOrderID: 20091318			N	NQH26					0.00				
Fills	2025-12-18  02:12:14.296586	2025-12-18  02:12:14.306000	36782481	Market	3	Filled	V_sim16	Buy			25020.50	3	AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25019.75 Ask: 25020.50 Last: 25019.75. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091318	Open	Y	NQH26		36782481.1			0.00	36782481	20091318.93136	Good till Canceled	shimishon
Positions	2025-12-18  02:12:14.391398	00:00:00.000000				Unspecified	V_sim16							3	Updated Service Position Quantity to 3			N	NQH26					0.00				
Orders	2025-12-18  02:12:14.403954	2025-12-18  02:12:14.403945		Stop Limit	3	Order Sent	V_sim16	Sell	24996.25	24986.25			AT_NQ_TM(D-R-2+last50)	3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | SellEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  02:12:00.000 | Last: 25019.75 | Scaling out | AOE=false | AOU=false	20091319	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  02:12:14.404414	2025-12-18  02:12:14.404410		Limit	1	Order Sent	V_sim16	Sell	25025.25				AT_NQ_TM(D-R-2+last50)	3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | SellEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  02:12:00.000 | Last: 25019.75 | Scaling out | AOE=false | AOU=false	20091320	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  02:12:14.404554	2025-12-18  02:12:14.404551		Limit	1	Order Sent	V_sim16	Sell	25031.00				AT_NQ_TM(D-R-2+last50)	3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | SellEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  02:12:00.000 | Last: 25019.75 | Scaling out | AOE=false | AOU=false	20091321	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  02:12:14.404669	2025-12-18  02:12:14.404666		Limit	1	Order Sent	V_sim16	Sell	25067.25				AT_NQ_TM(D-R-2+last50)	3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | SellEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  02:12:00.000 | Last: 25019.75 | Scaling out | AOE=false | AOU=false	20091322	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  02:12:14.563166	2025-12-18  02:12:14.563156	36782482	Stop Limit	3	Pending Open	V_sim16	Sell	24996.25	24986.25			AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (New). Info: Order from DTC client #32128. Sierra Chart. 93.173.105.113 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20091319	Close	Y	NQH26					0.00		20091319.96836	Good till Canceled	shimishon
Orders	2025-12-18  02:12:14.563234	2025-12-18  02:12:14.563232	36782482	Stop Limit	3	Open	V_sim16	Sell	24996.25	24986.25			AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091319	Close	Y	NQH26					0.00	36782482	20091319.96836	Good till Canceled	shimishon
Orders	2025-12-18  02:12:14.563897	2025-12-18  02:12:14.563887	36782483	Limit	1	Pending Open	V_sim16	Sell	25025.25				AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (New). Info: Order from DTC client #32128. Sierra Chart. 93.173.105.113 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20091320	Close	Y	NQH26					0.00		20091320.10281	Good till Canceled	shimishon
Orders	2025-12-18  02:12:14.638893	2025-12-18  02:12:14.638884	36782483	Limit	1	Open	V_sim16	Sell	25025.25				AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091320	Close	Y	NQH26					0.00	36782483	20091320.10281	Good till Canceled	shimishon
Orders	2025-12-18  02:12:14.639006	2025-12-18  02:12:14.639004	36782484	Limit	1	Pending Open	V_sim16	Sell	25031.00				AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (New). Info: Order from DTC client #32128. Sierra Chart. 93.173.105.113 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20091321	Close	Y	NQH26					0.00		20091321.91224	Good till Canceled	shimishon
Orders	2025-12-18  02:12:14.639088	2025-12-18  02:12:14.639086	36782484	Limit	1	Open	V_sim16	Sell	25031.00				AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091321	Close	Y	NQH26					0.00	36782484	20091321.91224	Good till Canceled	shimishon
Orders	2025-12-18  02:12:14.766750	2025-12-18  02:12:14.766741	36782485	Limit	1	Pending Open	V_sim16	Sell	25067.25				AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (New). Info: Order from DTC client #32128. Sierra Chart. 93.173.105.113 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20091322	Close	Y	NQH26					0.00		20091322.15245	Good till Canceled	shimishon
Orders	2025-12-18  02:12:14.766808	2025-12-18  02:12:14.766807	36782485	Limit	1	Open	V_sim16	Sell	25067.25				AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091322	Close	Y	NQH26					0.00	36782485	20091322.15245	Good till Canceled	shimishon
Orders	2025-12-18  02:12:41.604984	2025-12-18  02:12:41.604975	36782483	Limit	1	Filled	V_sim16	Sell	25025.25		25025.25	1	AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25024.50 Ask: 25025.25 Last: 25025.00. Fill based on queue. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091320	Close	Y	NQH26		36782483.1			0.00	36782483	20091320.10281	Good till Canceled	shimishon
Positions	2025-12-18  02:12:41.605012	00:00:00.000000			1	Unspecified	V_sim16							2	Updated Internal Position Quantity to 2. Previous: 3. Fill of InternalOrderID: 20091320			N	NQH26					0.00				
Fills	2025-12-18  02:12:41.605019	2025-12-18  02:12:41.758000	36782483	Limit	1	Filled	V_sim16	Sell	25025.25		25025.25	1	AT_NQ_TM(D-R-2+last50)	2	Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25024.50 Ask: 25025.25 Last: 25025.00. Fill based on queue. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091320	Close	Y	NQH26		36782483.1	25025.25	25019.25	0.00	36782483	20091320.10281	Good till Canceled	shimishon
Positions	2025-12-18  02:12:41.605824	00:00:00.000000				Unspecified	V_sim16							2	Updated Service Position Quantity to 2			N	NQH26					0.00				
Orders	2025-12-18  02:12:41.645717	2025-12-18  02:12:41.645713	36782482	Stop Limit	3	Pending Modify	V_sim16	Sell	24996.25	24986.25			AT_NQ_TM(D-R-2+last50)	2	Auto-trade order modification: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3. Requested Price: 25020.75. Requested Quantity: 2	20091319	Close	Y	NQH26					0.00	36782482	20091319.96836	Good till Canceled	shimishon
Orders	2025-12-18  02:12:41.804790	2025-12-18  02:12:41.804783	36782482	Stop Limit	2	Open	V_sim16	Sell	25020.75	25010.75			AT_NQ_TM(D-R-2+last50)	2	Trading Evaluator (Cancel/Replace complete). Info: Simulated order modify complete. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091319	Close	Y	NQH26					0.00	36782482	20091319.96836	Good till Canceled	shimishon
Orders	2025-12-18  02:12:48.334812	2025-12-18  02:12:48.334803	36782482	Stop Limit	2	Filled	V_sim16	Sell	25020.75	25010.75	25019.75	2	AT_NQ_TM(D-R-2+last50)	2	Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25019.75 Ask: 25020.50 Last: 25020.50. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091319	Close	Y	NQH26		36782482.1			0.00	36782482	20091319.96836	Good till Canceled	shimishon
Positions	2025-12-18  02:12:48.334837	00:00:00.000000			2	Unspecified	V_sim16								Updated Internal Position Quantity to 0. Previous: 2. Fill of InternalOrderID: 20091319			N	NQH26					0.00				
Fills	2025-12-18  02:12:48.334842	2025-12-18  02:12:48.439000	36782482	Stop Limit	2	Filled	V_sim16	Sell	25020.75	25010.75	25019.75	2	AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25019.75 Ask: 25020.50 Last: 25020.50. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091319	Close	Y	NQH26		36782482.1	25025.50	25019.75	0.00	36782482	20091319.96836	Good till Canceled	shimishon
Positions	2025-12-18  02:12:48.335042	00:00:00.000000				Unspecified	V_sim16								Updated Service Position Quantity to 0			N	NQH26					0.00				
Orders	2025-12-18  02:12:48.458663	2025-12-18  02:12:48.458661	36782484	Limit	1	Open	V_sim16	Sell	25031.00				AT_NQ_TM(D-R-2+last50)		Initiating: Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  02:12:00.000	20091321	Close	Y	NQH26					0.00	36782484	20091321.91224	Good till Canceled	shimishon
Orders	2025-12-18  02:12:48.458684	2025-12-18  02:12:48.458680	36782484	Limit	1	Pending Cancel	V_sim16	Sell	25031.00				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  02:12:00.000	20091321	Close	Y	NQH26					0.00	36782484	20091321.91224	Good till Canceled	
Orders	2025-12-18  02:12:48.458723	2025-12-18  02:12:48.458722	36782485	Limit	1	Pending Cancel	V_sim16	Sell	25067.25				AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | Canceling all orders | Source: ACSIL Cancel All Orders | Bar start date-time: 2025-12-18  02:12:00.000	20091322	Close	Y	NQH26					0.00	36782485	20091322.15245	Good till Canceled	
Orders	2025-12-18  02:12:48.614049	2025-12-18  02:12:48.614045	36782484	Limit	1	Canceled	V_sim16	Sell	25031.00				AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Canceled). Info: Simulated order canceled. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091321	Close	Y	NQH26					0.00	36782484	20091321.91224	Good till Canceled	shimishon
Orders	2025-12-18  02:12:48.614120	2025-12-18  02:12:48.614119	36782485	Limit	1	Canceled	V_sim16	Sell	25067.25				AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Canceled). Info: Simulated order canceled. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091322	Close	Y	NQH26					0.00	36782485	20091322.15245	Good till Canceled	shimishon
Positions	2025-12-18  02:12:54.527360	00:00:00.000000				Unspecified	V_sim16								Removing Position with quantity of 0			N	NQH26					0.00				
Orders	2025-12-18  02:15:23.651035	2025-12-18  02:15:23.651018		Market	3	Order Sent	V_sim16	Buy					AT_NQ_TM(D-R-2+last50)		Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | BuyEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  02:15:00.000 | Last: 25026 | AOE=false | AOU=false	20091349	Open	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  02:15:23.871983	2025-12-18  02:15:23.871976	36782518	Market	3	Pending Open	V_sim16	Buy					AT_NQ_TM(D-R-2+last50)		Trading Evaluator (New). Info: Order from DTC client #32128. Sierra Chart. 93.173.105.113 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20091349	Open	Y	NQH26					0.00		20091349.37097	Good till Canceled	shimishon
Orders	2025-12-18  02:15:23.872052	2025-12-18  02:15:23.872050	36782518	Market	3	Open	V_sim16	Buy					AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091349	Open	Y	NQH26					0.00	36782518	20091349.37097	Good till Canceled	shimishon
Orders	2025-12-18  02:15:23.872067	2025-12-18  02:15:23.872066	36782518	Market	3	Filled	V_sim16	Buy			25026.00	3	AT_NQ_TM(D-R-2+last50)		Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25025.50 Ask: 25026.00 Last: 25026.00. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091349	Open	Y	NQH26		36782518.1			0.00	36782518	20091349.37097	Good till Canceled	shimishon
Positions	2025-12-18  02:15:23.872079	00:00:00.000000			3	Unspecified	V_sim16							3	Updated Internal Position Quantity to 3. Previous: 0. Fill of InternalOrderID: 20091349			N	NQH26					0.00				
Fills	2025-12-18  02:15:23.872084	2025-12-18  02:15:23.806000	36782518	Market	3	Filled	V_sim16	Buy			25026.00	3	AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (Filled). Info: Trade simulation fill. Bid: 25025.50 Ask: 25026.00 Last: 25026.00. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091349	Open	Y	NQH26		36782518.1			0.00	36782518	20091349.37097	Good till Canceled	shimishon
Positions	2025-12-18  02:15:23.872372	00:00:00.000000				Unspecified	V_sim16							3	Updated Service Position Quantity to 3			N	NQH26					0.00				
Orders	2025-12-18  02:15:23.918383	2025-12-18  02:15:23.918375		Stop Limit	3	Order Sent	V_sim16	Sell	25014.25	25004.25			AT_NQ_TM(D-R-2+last50)	3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | SellEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  02:15:00.000 | Last: 25026 | Scaling out | AOE=false | AOU=false	20091356	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  02:15:23.918801	2025-12-18  02:15:23.918759		Limit	1	Order Sent	V_sim16	Sell	25030.75				AT_NQ_TM(D-R-2+last50)	3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | SellEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  02:15:00.000 | Last: 25026 | Scaling out | AOE=false | AOU=false	20091357	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  02:15:23.919075	2025-12-18  02:15:23.919067		Limit	1	Order Sent	V_sim16	Sell	25036.75				AT_NQ_TM(D-R-2+last50)	3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | SellEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  02:15:00.000 | Last: 25026 | Scaling out | AOE=false | AOU=false	20091358	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  02:15:23.919266	2025-12-18  02:15:23.919263		Limit	1	Order Sent	V_sim16	Sell	25073.25				AT_NQ_TM(D-R-2+last50)	3	Auto-trade: NQH26 [CBV][M]  3 Min  #6 | Autotrader V1.3 | SellEntry | AT_NQ_TM(D-R-2+last50) | Bar start date-time: 2025-12-18  02:15:00.000 | Last: 25026 | Scaling out | AOE=false | AOU=false	20091359	Close	Y	NQH26					0.00			Good till Canceled	
Orders	2025-12-18  02:15:24.274581	2025-12-18  02:15:24.274577	36782525	Stop Limit	3	Pending Open	V_sim16	Sell	25014.25	25004.25			AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (New). Info: Order from DTC client #32128. Sierra Chart. 93.173.105.113 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20091356	Close	Y	NQH26					0.00		20091356.20915	Good till Canceled	shimishon
Orders	2025-12-18  02:15:24.274604	2025-12-18  02:15:24.274602	36782525	Stop Limit	3	Open	V_sim16	Sell	25014.25	25004.25			AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091356	Close	Y	NQH26					0.00	36782525	20091356.20915	Good till Canceled	shimishon
Orders	2025-12-18  02:15:24.274640	2025-12-18  02:15:24.274638	36782526	Limit	1	Pending Open	V_sim16	Sell	25030.75				AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (New). Info: Order from DTC client #32128. Sierra Chart. 93.173.105.113 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20091357	Close	Y	NQH26					0.00		20091357.29885	Good till Canceled	shimishon
Orders	2025-12-18  02:15:24.274655	2025-12-18  02:15:24.274654	36782526	Limit	1	Open	V_sim16	Sell	25030.75				AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091357	Close	Y	NQH26					0.00	36782526	20091357.29885	Good till Canceled	shimishon
Orders	2025-12-18  02:15:24.274676	2025-12-18  02:15:24.274675	36782527	Limit	1	Pending Open	V_sim16	Sell	25036.75				AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (New). Info: Order from DTC client #32128. Sierra Chart. 93.173.105.113 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20091358	Close	Y	NQH26					0.00		20091358.25596	Good till Canceled	shimishon
Orders	2025-12-18  02:15:24.274687	2025-12-18  02:15:24.274686	36782527	Limit	1	Open	V_sim16	Sell	25036.75				AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (Order update). Info: Simulated order accepted. Text: Tag: AT_NQ_TM(D-R-2+last50)	20091358	Close	Y	NQH26					0.00	36782527	20091358.25596	Good till Canceled	shimishon
Orders	2025-12-18  02:15:24.274705	2025-12-18  02:15:24.274703	36782528	Limit	1	Pending Open	V_sim16	Sell	25073.25				AT_NQ_TM(D-R-2+last50)	3	Trading Evaluator (New). Info: Order from DTC client #32128. Sierra Chart. 93.173.105.113 | Client text: Tag: AT_NQ_TM(D-R-2+last50). Text: Tag: AT_NQ_TM(D-R-2+last50)	20091359	Close	Y	NQH26					0.00		20091359.88060	Good till Canceled	shimishon
