account,date,total_raw_fills,ghost_fills_dropped,bypass_mode_active,note_coverage_rate,dirty_trades,dirty_net,dirty_wins,clean_trades,clean_net,clean_wins,pnl_delta,pnl_delta_pct,flagged_for_review,flag_reason
TM_5,2024-08-01,302,0,0,0.758,162,19000.0,74,162,19000.0,74,0.0,0.0,0,
TM_6,2024-08-01,67,0,0,1.0,41,-8525.0,20,41,-8525.0,20,0.0,0.0,0,
TM_7,2024-08-01,123,0,0,0.967,74,-46700.0,24,74,-46700.0,24,0.0,0.0,0,
TM_8,2024-08-01,118,0,0,0.737,62,-775.0,23,62,-775.0,23,0.0,0.0,0,
TM_9,2024-08-01,43,17,1,0.0,26,69775.0,20,13,80500.0,13,10725.0,0.1537,0,
TM_D-R-1_2,2024-08-01,132,0,0,0.985,83,42425.0,45,83,42425.0,45,0.0,0.0,0,
TS_2,2024-08-01,41,0,0,0.976,25,-9350.0,13,25,-9350.0,13,0.0,0.0,0,
TS_4,2024-08-01,84,0,0,0.988,56,475.0,40,56,475.0,40,0.0,0.0,0,
TS_5,2024-08-01,96,0,0,1.0,59,950.0,37,59,950.0,37,0.0,0.0,0,
TS_6,2024-08-01,93,0,0,0.989,61,3450.0,46,61,3450.0,46,0.0,0.0,0,
Tsufim-Prod,2024-08-01,28,2,0,0.714,18,150.0,13,15,-825.0,10,-975.0,1.95,1,delta=-975 (195% of dirty_net)
V500_sim10,2024-08-01,10,0,0,0.6,5,75.0,2,5,75.0,2,0.0,0.0,0,
ES-IPS_TM_11,2024-08-02,350,9,0,0.849,324,-9237.5,103,296,30637.5,160,39875.0,4.3166,1,"delta=+39,875 (432% of dirty_net)"
ES-IPS_TM_12,2024-08-02,78,0,0,0.949,43,-1125.0,12,43,-1125.0,12,0.0,0.0,0,
ES-IPS_TM_13,2024-08-02,36,0,0,0.917,23,-200.0,13,23,-200.0,13,0.0,0.0,0,
ES-IPS_TM_3,2024-08-02,62,1,0,0.742,36,1900.0,18,35,-1500.0,18,-3400.0,1.7895,1,"delta=-3,400 (179% of dirty_net)"
ES-IPS_TM_5,2024-08-02,1623,13,0,0.766,844,-17500.0,361,847,8975.0,420,26475.0,1.5129,1,"delta=+26,475 (151% of dirty_net)"
ES-IPS_TM_5dupl,2024-08-02,293,2,0,0.901,184,-5550.0,113,179,-9900.0,96,-4350.0,0.7838,1,"delta=-4,350 (78% of dirty_net)"
ES-IPS_TM_6,2024-08-02,54,1,0,0.907,45,-6225.0,19,45,-10125.0,17,-3900.0,0.6265,1,"delta=-3,900 (63% of dirty_net)"
ES-IPS_TM_7,2024-08-02,56,1,0,0.893,33,3375.0,20,31,-25.0,12,-3400.0,1.0074,1,"delta=-3,400 (101% of dirty_net)"
ES-IPS_TM_8,2024-08-02,463,6,0,0.797,249,-4925.0,70,248,-8037.5,77,-3112.5,0.632,1,"delta=-3,112 (63% of dirty_net)"
ES-PB_1,2024-08-02,341,2,0,0.877,199,-10262.5,92,197,-9587.5,93,675.0,0.0658,0,
ES-TM_1,2024-08-02,158,64,1,0.0,91,1237.5,44,54,-2950.0,26,-4187.5,3.3838,1,"delta=-4,188 (338% of dirty_net)"
ES-TM_10,2024-08-02,40,13,1,0.0,26,2837.5,21,15,-14800.0,6,-17637.5,6.2159,1,"delta=-17,638 (622% of dirty_net)"
ES-TM_2,2024-08-02,216,79,1,0.0,134,-5325.0,85,79,42050.0,58,47375.0,8.8967,1,"delta=+47,375 (890% of dirty_net)"
ES-TM_3,2024-08-02,44,0,0,0.955,26,2875.0,16,26,2875.0,16,0.0,0.0,0,
ES-TM_5,2024-08-02,229,1,0,0.616,117,-1712.5,39,119,-612.5,35,1100.0,0.6423,1,"delta=+1,100 (64% of dirty_net)"
ES-TM_6,2024-08-02,46,1,0,0.913,38,-4700.0,17,38,-8600.0,15,-3900.0,0.8298,1,"delta=-3,900 (83% of dirty_net)"
ES-TM_7,2024-08-02,443,2,0,0.896,273,962.5,175,271,-9600.0,121,-10562.5,10.974,1,"delta=-10,562 (1097% of dirty_net)"
ES-TM_8,2024-08-02,3,0,0,1.0,1,-150.0,0,1,-150.0,0,0.0,0.0,0,
ES-TM_9,2024-08-02,46,19,1,0.0,26,-9937.5,10,19,2775.0,13,12712.5,1.2792,1,"delta=+12,712 (128% of dirty_net)"
ES-TS_2,2024-08-02,143,5,0,0.839,95,-1000.0,66,98,-26537.5,43,-25537.5,25.5375,1,"delta=-25,538 (2554% of dirty_net)"
ES-TS_3,2024-08-02,57,0,0,0.895,38,1462.5,28,38,1462.5,28,0.0,0.0,0,
ES-TS_4,2024-08-02,258,1,0,0.922,174,3087.5,126,169,-1450.0,84,-4537.5,1.4696,1,"delta=-4,538 (147% of dirty_net)"
ES-TS_5,2024-08-02,370,1,0,0.927,234,-7312.5,139,230,-12262.5,96,-4950.0,0.6769,1,"delta=-4,950 (68% of dirty_net)"
ES-TS_6,2024-08-02,361,5,0,0.9,230,-5700.0,175,290,-24600.0,124,-18900.0,3.3158,1,"delta=-18,900 (332% of dirty_net)"
ES-TS_7,2024-08-02,19,0,0,1.0,13,-825.0,9,13,-825.0,9,0.0,0.0,0,
ES_PB_2,2024-08-02,455,4,0,0.923,269,-2000.0,125,261,-2375.0,121,-375.0,0.1875,0,
ES_PB_3,2024-08-02,432,3,0,0.947,248,-4100.0,112,247,-4512.5,117,-412.5,0.1006,0,
IPSPB1,2024-08-02,26,0,0,0.962,16,325.0,10,16,325.0,10,0.0,0.0,0,
IPSTMUD1,2024-08-02,29,0,0,0.897,25,-15125.0,7,25,-15125.0,7,0.0,0.0,0,
IPS_TM_10,2024-08-02,130,0,0,0.846,91,13225.0,57,91,13225.0,57,0.0,0.0,0,
IPS_TM_11,2024-08-02,139,0,0,0.964,77,50.0,41,77,50.0,41,0.0,0.0,0,
IPS_TM_12,2024-08-02,36,0,0,1.0,18,6000.0,7,18,6000.0,7,0.0,0.0,0,
IPS_TM_13,2024-08-02,26,0,0,0.962,16,225.0,10,16,225.0,10,0.0,0.0,0,
IPS_TM_3,2024-08-02,91,0,0,0.967,55,4325.0,40,55,4325.0,40,0.0,0.0,0,
IPS_TM_5,2024-08-02,342,0,0,0.865,190,-5700.0,90,190,-5700.0,90,0.0,0.0,0,
IPS_TM_5dupli,2024-08-02,193,0,0,0.917,151,-9500.0,66,151,-9500.0,66,0.0,0.0,0,
IPS_TM_6,2024-08-02,90,0,0,0.967,59,13600.0,42,59,13600.0,42,0.0,0.0,0,
IPS_TM_7,2024-08-02,88,0,0,0.966,52,400.0,34,52,400.0,34,0.0,0.0,0,
IPS_TM_8,2024-08-02,178,0,0,0.944,153,20575.0,79,153,20575.0,79,0.0,0.0,0,
PB_1,2024-08-02,228,0,0,0.825,168,-2125.0,81,168,-2125.0,81,0.0,0.0,0,
PB_2,2024-08-02,307,0,0,0.879,226,10750.0,106,226,10750.0,106,0.0,0.0,0,
PB_3,2024-08-02,264,0,0,0.989,138,14775.0,66,138,14775.0,66,0.0,0.0,0,
T-S_production,2024-08-02,370,33,0,0.635,226,-11200.0,134,264,-8662.5,136,2537.5,0.2266,1,"delta=+2,538 (23% of dirty_net)"
TM_1,2024-08-02,63,32,1,0.0,33,-2200.0,17,13,-16650.0,3,-14450.0,6.5682,1,"delta=-14,450 (657% of dirty_net)"
TM_10,2024-08-02,61,28,1,0.0,38,-6250.0,26,17,475.0,11,6725.0,1.076,1,"delta=+6,725 (108% of dirty_net)"
TM_11,2024-08-02,19,1,0,0.947,10,2205.0,2,9,13295.0,3,11090.0,5.0295,1,"delta=+11,090 (503% of dirty_net)"
TM_2,2024-08-02,120,48,1,0.0,73,-19375.0,50,41,-52950.0,8,-33575.0,1.7329,1,"delta=-33,575 (173% of dirty_net)"
TM_3,2024-08-02,88,0,0,0.966,53,3825.0,38,53,3825.0,38,0.0,0.0,0,
TM_5,2024-08-02,283,0,0,0.763,240,-34025.0,91,240,-34025.0,91,0.0,0.0,0,
TM_6,2024-08-02,90,0,0,0.967,59,13950.0,42,59,13950.0,42,0.0,0.0,0,
TM_7,2024-08-02,157,0,0,0.917,123,-41775.0,45,123,-41775.0,45,0.0,0.0,0,
TM_8,2024-08-02,361,0,0,0.773,196,3600.0,99,196,3600.0,99,0.0,0.0,0,
TM_9,2024-08-02,120,54,1,0.0,73,-52375.0,29,33,61625.0,22,114000.0,2.1766,1,"delta=+114,000 (218% of dirty_net)"
TM_D-R-1_1,2024-08-02,120,1,0,0.95,97,-8565.0,58,95,460.0,59,9025.0,1.0537,1,"delta=+9,025 (105% of dirty_net)"
TM_D-R-1_2,2024-08-02,100,0,0,0.97,64,18980.0,33,64,18980.0,33,0.0,0.0,0,
TM_U-D-1_1,2024-08-02,927,18,0,0.88,618,-19390.0,411,681,-52645.0,357,-33255.0,1.7151,1,"delta=-33,255 (172% of dirty_net)"
TS_2,2024-08-02,59,0,0,0.932,35,-12000.0,21,35,-12000.0,21,0.0,0.0,0,
TS_3,2024-08-02,69,0,0,0.942,44,855.0,30,44,855.0,30,0.0,0.0,0,
TS_4,2024-08-02,159,0,0,0.893,131,-59375.0,35,131,-59375.0,35,0.0,0.0,0,
TS_5,2024-08-02,173,0,0,0.977,90,-37650.0,36,90,-37650.0,36,0.0,0.0,0,
TS_6,2024-08-02,169,0,0,0.917,139,-57600.0,40,139,-57600.0,40,0.0,0.0,0,
TS_7,2024-08-02,7,0,0,1.0,4,-4275.0,1,4,-4275.0,1,0.0,0.0,0,
Tsufim-Prod,2024-08-02,75,16,0,0.493,44,-8000.0,24,38,-16100.0,20,-8100.0,1.0125,1,"delta=-8,100 (101% of dirty_net)"
V500_sim10,2024-08-02,1385,1,0,0.845,914,-14750.0,102,909,-21475.0,119,-6725.0,0.4559,1,"delta=-6,725 (46% of dirty_net)"
ES-IPS_TM_11,2024-08-04,5,0,0,1.0,2,-1125.0,0,2,-1125.0,0,0.0,0.0,0,
ES-IPS_TM_12,2024-08-04,6,0,0,1.0,4,1262.5,3,4,1262.5,3,0.0,0.0,0,
ES-IPS_TM_3,2024-08-04,4,0,0,1.0,2,375.0,2,2,375.0,2,0.0,0.0,0,
ES-IPS_TM_5dupl,2024-08-04,8,0,0,1.0,6,2137.5,6,6,2137.5,6,0.0,0.0,0,
ES-IPS_TM_6,2024-08-04,5,0,0,1.0,3,725.0,3,3,725.0,3,0.0,0.0,0,
ES-IPS_TM_7,2024-08-04,3,0,0,1.0,2,862.5,2,2,862.5,2,0.0,0.0,0,
ES-IPS_TM_8,2024-08-04,20,0,0,1.0,12,275.0,8,12,275.0,8,0.0,0.0,0,
ES-PB_1,2024-08-04,7,0,0,0.857,4,775.0,3,4,775.0,3,0.0,0.0,0,
ES-TM_2,2024-08-04,18,7,1,0.0,10,-312.5,5,3,1750.0,2,2062.5,4.125,1,"delta=+2,062 (412% of dirty_net)"
ES-TM_3,2024-08-04,4,0,0,1.0,2,375.0,2,2,375.0,2,0.0,0.0,0,
ES-TM_6,2024-08-04,5,0,0,1.0,3,725.0,3,3,725.0,3,0.0,0.0,0,
ES-TS_4,2024-08-04,2,0,0,0.5,1,350.0,1,1,350.0,1,0.0,0.0,0,
ES_PB_2,2024-08-04,16,0,0,0.938,9,-1650.0,3,9,-1650.0,3,0.0,0.0,0,
ES_PB_3,2024-08-04,16,0,0,1.0,9,-1025.0,4,9,-1025.0,4,0.0,0.0,0,
IPSTMUD1,2024-08-04,7,0,0,1.0,4,-925.0,2,4,-925.0,2,0.0,0.0,0,
IPS_TM_10,2024-08-04,17,0,0,0.941,14,790.0,8,14,790.0,8,0.0,0.0,0,
IPS_TM_11,2024-08-04,21,1,0,0.857,14,35798371.0,8,11,35816361.0,5,17990.0,0.0005,0,
IPS_TM_12,2024-08-04,6,0,0,0.833,5,35745452.8,3,5,35745452.8,3,0.0,0.0,0,
IPS_TM_3,2024-08-04,15,1,0,0.6,8,-570.0,2,7,-35778360.4,3,-35777790.4,62768.0553,1,"delta=-35,777,790 (6276806% of dirty_net)"
IPS_TM_5,2024-08-04,6,0,0,1.0,3,-990.0,0,3,-990.0,0,0.0,0.0,0,
IPS_TM_5dupli,2024-08-04,21,0,0,1.0,13,-53617109.8,10,13,-53617109.8,10,0.0,0.0,0,
IPS_TM_6,2024-08-04,11,0,0,0.909,6,-305.0,3,6,-305.0,3,0.0,0.0,0,
IPS_TM_7,2024-08-04,21,1,0,0.762,11,57410.0,3,11,-71436606.01,2,-71494016.01,1245.3234,1,"delta=-71,494,016 (124532% of dirty_net)"
IPS_TM_8,2024-08-04,30,0,0,0.867,17,420.0,8,17,420.0,8,0.0,0.0,0,
PB_1,2024-08-04,15,0,0,0.8,8,-205.0,7,8,-205.0,7,0.0,0.0,0,
PB_3,2024-08-04,47,0,0,0.936,27,-53691094.2,11,27,-53691094.2,11,0.0,0.0,0,
TM_1,2024-08-04,3,1,1,0.0,2,170.0,2,0,0,0,-170.0,0.34,1,delta=-170 (34% of dirty_net)
TM_10,2024-08-04,19,7,1,0.0,12,-1730.0,4,7,-2060.0,2,-330.0,0.1908,0,
TM_2,2024-08-04,118,45,1,0.0,72,-4415.0,41,37,1083813.8,20,1088228.8,246.4844,1,"delta=+1,088,229 (24648% of dirty_net)"
TM_3,2024-08-04,11,0,0,0.909,6,-760.0,2,6,-760.0,2,0.0,0.0,0,
TM_6,2024-08-04,11,0,0,0.818,6,-265.0,3,6,-265.0,3,0.0,0.0,0,
TM_7,2024-08-04,7,0,0,0.857,4,-1855.0,3,4,-1855.0,3,0.0,0.0,0,
TM_8,2024-08-04,123,0,0,0.894,77,-4010.0,49,77,-4010.0,49,0.0,0.0,0,
TM_9,2024-08-04,54,23,1,0.0,31,-3020.0,13,22,-470.0,13,2550.0,0.8444,1,"delta=+2,550 (84% of dirty_net)"
TM_D-R-1_1,2024-08-04,13,0,0,0.923,8,-2105.0,5,8,-2105.0,5,0.0,0.0,0,
TM_D-R-1_2,2024-08-04,14,0,0,1.0,9,-945.0,6,9,-945.0,6,0.0,0.0,0,
TM_U-D-1_1,2024-08-04,101,1,0,0.822,60,-2520.0,31,73,3210.0,36,5730.0,2.2738,1,"delta=+5,730 (227% of dirty_net)"
TS_2,2024-08-04,8,0,0,0.875,5,65.0,4,5,65.0,4,0.0,0.0,0,
TS_4,2024-08-04,18,0,0,0.889,11,-4525.0,7,11,-4525.0,7,0.0,0.0,0,
TS_5,2024-08-04,11,0,0,0.909,9,-17878672.8,3,9,-17878672.8,3,0.0,0.0,0,
TS_6,2024-08-04,16,0,0,0.875,9,-5335.0,4,9,-5335.0,4,0.0,0.0,0,
Tsufim-Prod,2024-08-04,2,0,0,1.0,0,0,0,0,0,0,0,0.0,0,
ES-IPS_TM_11,2024-08-05,798,38,0,0.773,626,91262.5,328,584,126012.5,317,34750.0,0.3808,1,"delta=+34,750 (38% of dirty_net)"
ES-IPS_TM_12,2024-08-05,172,6,0,0.919,123,79925.0,76,122,103625.0,87,23700.0,0.2965,1,"delta=+23,700 (30% of dirty_net)"
ES-IPS_TM_13,2024-08-05,78,2,0,0.885,48,9025.0,31,47,25312.5,36,16287.5,1.8047,1,"delta=+16,288 (180% of dirty_net)"
ES-IPS_TM_3,2024-08-05,133,6,0,0.827,70,36525.0,43,66,9875.0,38,-26650.0,0.7296,1,"delta=-26,650 (73% of dirty_net)"
ES-IPS_TM_5,2024-08-05,2400,55,0,0.751,1656,192200.0,877,1590,165625.0,823,-26575.0,0.1383,0,
ES-IPS_TM_5dupl,2024-08-05,617,19,0,0.825,488,54850.0,277,462,27887.5,239,-26962.5,0.4916,1,"delta=-26,962 (49% of dirty_net)"
ES-IPS_TM_6,2024-08-05,78,4,0,0.923,46,55162.5,32,46,21300.0,27,-33862.5,0.6139,1,"delta=-33,862 (61% of dirty_net)"
ES-IPS_TM_7,2024-08-05,122,4,0,0.885,66,18487.5,41,70,6150.0,39,-12337.5,0.6673,1,"delta=-12,338 (67% of dirty_net)"
ES-IPS_TM_8,2024-08-05,1671,68,0,0.849,1303,207137.5,736,1245,195137.5,735,-12000.0,0.0579,0,
ES-PB_1,2024-08-05,747,21,0,0.715,502,45300.0,281,473,15125.0,241,-30175.0,0.6661,1,"delta=-30,175 (67% of dirty_net)"
ES-TM_1,2024-08-05,215,102,1,0.0,155,-57250.0,53,64,-8012.5,33,49237.5,0.86,1,"delta=+49,238 (86% of dirty_net)"
ES-TM_10,2024-08-05,91,43,1,0.0,66,14712.5,40,27,-7875.0,14,-22587.5,1.5353,1,"delta=-22,588 (154% of dirty_net)"
ES-TM_2,2024-08-05,674,284,1,0.0,545,-71250.0,271,262,59900.0,156,131150.0,1.8407,1,"delta=+131,150 (184% of dirty_net)"
ES-TM_3,2024-08-05,131,6,0,0.855,69,31437.5,40,64,8937.5,36,-22500.0,0.7157,1,"delta=-22,500 (72% of dirty_net)"
ES-TM_5,2024-08-05,283,5,0,0.721,178,-24337.5,65,177,-12837.5,79,11500.0,0.4725,1,"delta=+11,500 (47% of dirty_net)"
ES-TM_6,2024-08-05,133,2,0,0.925,74,16950.0,46,70,-13462.5,40,-30412.5,1.7942,1,"delta=-30,412 (179% of dirty_net)"
ES-TM_7,2024-08-05,642,13,0,0.882,448,7787.5,248,435,60125.0,245,52337.5,6.7207,1,"delta=+52,338 (672% of dirty_net)"
ES-TM_8,2024-08-05,372,9,0,0.688,335,825.0,158,329,362.5,150,-462.5,0.5606,1,delta=-462 (56% of dirty_net)
ES-TM_9,2024-08-05,103,47,1,0.0,76,65300.0,55,41,-27700.0,12,-93000.0,1.4242,1,"delta=-93,000 (142% of dirty_net)"
ES-TS_2,2024-08-05,264,9,0,0.83,179,27312.5,101,169,22600.0,82,-4712.5,0.1725,0,
ES-TS_3,2024-08-05,98,6,0,0.796,60,30450.0,42,59,47700.0,38,17250.0,0.5665,1,"delta=+17,250 (57% of dirty_net)"
ES-TS_4,2024-08-05,481,21,0,0.846,320,22500.0,176,308,81612.5,187,59112.5,2.6272,1,"delta=+59,112 (263% of dirty_net)"
ES-TS_5,2024-08-05,618,22,0,0.841,415,-36900.0,200,419,-7250.0,212,29650.0,0.8035,1,"delta=+29,650 (80% of dirty_net)"
ES-TS_6,2024-08-05,521,11,0,0.891,353,40637.5,217,338,64862.5,228,24225.0,0.5961,1,"delta=+24,225 (60% of dirty_net)"
ES-TS_7,2024-08-05,8,0,0,1.0,5,1925.0,4,5,1925.0,4,0.0,0.0,0,
ES_PB_2,2024-08-05,877,23,0,0.797,580,70787.5,349,554,100787.5,342,30000.0,0.4238,1,"delta=+30,000 (42% of dirty_net)"
ES_PB_3,2024-08-05,830,32,0,0.849,586,52125.0,319,557,58875.0,309,6750.0,0.1295,0,
IPSPB1,2024-08-05,20,0,0,1.0,11,-11075.0,5,11,-11075.0,5,0.0,0.0,0,
IPSTMUD1,2024-08-05,20,0,0,0.85,11,-8650.0,5,11,-8650.0,5,0.0,0.0,0,
IPS_TM_10,2024-08-05,256,0,0,0.793,152,-36075.0,76,152,-36075.0,76,0.0,0.0,0,
IPS_TM_11,2024-08-05,201,0,0,0.955,120,-10475.0,64,120,-10475.0,64,0.0,0.0,0,
IPS_TM_12,2024-08-05,38,0,0,1.0,22,-17050.0,7,22,-17050.0,7,0.0,0.0,0,
